problem,has_bounds,init_source,n_runs,success_rate,success_any,best_nfev,median_nfev,best_time,median_time,best_f_final,fallback_rate
LOGHAIRY,FALSE,random_post,10,1,TRUE,1,1,0.000102958,0.000115118,44.4799628,0
LOGHAIRY,FALSE,random_raw,10,1,TRUE,1,1,0.000113459,0.000146903,44.4799628,0
LOOTSMA,TRUE,cutest,1,1,TRUE,12,12,0.023915277,0.023915277,1.42E-05,0
LOOTSMA,TRUE,llm_post,5,1,TRUE,14,15,0.020299644,0.024284211,9.34E-06,0
LOOTSMA,TRUE,llm_raw,5,1,TRUE,13,14,0.019627984,0.021604478,9.50E-06,0
LOOTSMA,TRUE,random_post,10,1,TRUE,43,70,0.051128646,0.077956937,8.90E-06,0
LOOTSMA,TRUE,random_raw,10,1,TRUE,25,25,0.114911168,0.118271826,6.83E+50,0
LOTSCHD,TRUE,cutest,1,1,TRUE,1,1,0.001858561,0.001858561,0,0
LOTSCHD,TRUE,llm_post,5,1,TRUE,2,2,0.000153175,0.000177728,8.24E-22,0
LOTSCHD,TRUE,llm_raw,5,1,TRUE,1,1,0.000212847,0.000301693,0,0
LOTSCHD,TRUE,random_post,10,1,TRUE,2,2,0.000328624,0.000354472,6.62E-21,0
LOTSCHD,TRUE,random_raw,10,1,TRUE,1,1,0.112897024,0.114363977,7.01E+39,0
MADSEN,FALSE,cutest,1,0,FALSE,,,,,,0
MADSEN,FALSE,llm_post,5,0,FALSE,,,,,,0
MADSEN,FALSE,llm_raw,5,0,FALSE,,,,,,0
MADSEN,FALSE,random_post,10,1,TRUE,1,1,0.086279525,0.089218658,-9.00E+19,0
MADSEN,FALSE,random_raw,10,1,TRUE,1,1,0.085791943,0.08909068,-9.00E+19,0
MAKELA1,FALSE,cutest,1,0,FALSE,,,,,,0
MAKELA1,FALSE,llm_post,5,0,FALSE,,,,,,0
MAKELA1,FALSE,llm_raw,5,0,FALSE,,,,,,0
MAKELA1,FALSE,random_post,10,1,TRUE,1,1,0.085858303,0.086233346,-9.00E+19,0
MAKELA1,FALSE,random_raw,10,1,TRUE,1,1,0.085212207,0.087164471,-9.00E+19,0
MAKELA2,FALSE,cutest,1,0,FALSE,,,,,,0
MAKELA2,FALSE,llm_post,5,0,FALSE,,,,,,0
MAKELA2,FALSE,llm_raw,5,0,FALSE,,,,,,0
MAKELA2,FALSE,random_post,10,1,TRUE,1,1,0.084401014,0.086531589,-9.00E+19,0
MAKELA2,FALSE,random_raw,10,1,TRUE,1,1,0.084823928,0.086954832,-9.00E+19,0
MAKELA4,FALSE,cutest,1,0,FALSE,,,,,,0
MAKELA4,FALSE,llm_post,5,0,FALSE,,,,,,0
MAKELA4,FALSE,llm_raw,5,0,FALSE,,,,,,0
MAKELA4,FALSE,random_post,10,1,TRUE,1,1,0.097330269,0.101351994,3.41E+19,0
MAKELA4,FALSE,random_raw,10,1,TRUE,1,1,0.100027027,0.103561933,-9.77E+19,0
MARATOS,FALSE,cutest,1,1,TRUE,9,9,0.015035755,0.015035755,-250000,0
MARATOS,FALSE,llm_post,5,1,TRUE,9,9,0.009356901,0.009712151,-250000,0
MARATOS,FALSE,llm_raw,5,1,TRUE,9,9,0.008196747,0.00865374,-250000,0
MARATOS,FALSE,random_post,10,1,TRUE,20,21,0.019495941,0.022010281,-250000,0
MARATOS,FALSE,random_raw,10,1,TRUE,1,1,0.082542051,0.085598789,4.50E+32,0
MARATOSB,FALSE,cutest,1,0,FALSE,,,,,,0
MARATOSB,FALSE,llm_post,5,0,FALSE,,,,,,0
MARATOSB,FALSE,llm_raw,5,0,FALSE,,,,,,0
MARATOSB,FALSE,random_post,10,0.2,TRUE,520,528,0.013134782,0.014892173,-1.000000062,0
MARATOSB,FALSE,random_raw,10,0.2,TRUE,520,528,0.013157612,0.014075954,-1.000000062,0
MDHOLE,TRUE,cutest,1,1,TRUE,108,108,0.120287675,0.120287675,2.36E-31,0
MDHOLE,TRUE,llm_post,5,1,TRUE,11,95,0.000521066,0.003012065,6.51E-35,0
MDHOLE,TRUE,llm_raw,5,1,TRUE,11,95,0.000516004,0.003112705,6.51E-35,0
MDHOLE,TRUE,random_post,10,1,TRUE,10,15,0.000550451,0.000774911,5.03E+16,0
MDHOLE,TRUE,random_raw,10,1,TRUE,10,15,0.000318177,0.000666856,5.03E+16,0
MESH,TRUE,cutest,1,1,TRUE,77,77,0.203053293,0.203053293,-1.00E+37,0
MESH,TRUE,llm_post,5,1,TRUE,77,77,0.187641339,0.193786371,-1.00E+37,0
MESH,TRUE,llm_raw,5,1,TRUE,77,77,0.190144101,0.191731413,-1.00E+37,0
MESH,TRUE,random_post,10,1,TRUE,35,87,0.11792699,0.131032287,-4.63E+36,0
MESH,TRUE,random_raw,10,1,TRUE,1,457,0.118506989,0.135080524,-4.63E+36,0
METHANL8,FALSE,cutest,1,1,TRUE,1,1,0.004833744,0.004833744,0,0
METHANL8,FALSE,llm_post,5,1,TRUE,1,1,0.001340871,0.001392738,0,0
METHANL8,FALSE,llm_raw,5,1,TRUE,1,1,0.001430799,0.001783797,0,0
METHANL8,FALSE,random_post,10,1,TRUE,1,1,0.001373049,0.001778188,0,0
METHANL8,FALSE,random_raw,10,1,TRUE,1,1,0.001146329,0.001289973,0,0
MEXHAT,FALSE,cutest,1,1,TRUE,67,67,0.095537642,0.095537642,-0.04001,0
MEXHAT,FALSE,llm_post,5,0.2,TRUE,67,67,0.000880167,0.000880167,-0.04001,0
MEXHAT,FALSE,llm_raw,5,0.2,TRUE,67,67,0.000867411,0.000867411,-0.04001,0
MEXHAT,FALSE,random_post,10,0.3,TRUE,242,264,0.002540664,0.003983582,4.07E+44,0
MEXHAT,FALSE,random_raw,10,0.3,TRUE,242,264,0.003734333,0.003844594,4.07E+44,0
MIFFLIN2,FALSE,cutest,1,0,FALSE,,,,,,0
MIFFLIN2,FALSE,llm_post,5,0,FALSE,,,,,,0
MIFFLIN2,FALSE,llm_raw,5,0,FALSE,,,,,,0
MIFFLIN2,FALSE,random_post,10,1,TRUE,1,1,0.083718855,0.086205534,-9.00E+19,0
MIFFLIN2,FALSE,random_raw,10,1,TRUE,1,1,0.08376224,0.085708438,-9.00E+19,0
MISTAKE,TRUE,cutest,1,0,FALSE,,,,,,0
MISTAKE,TRUE,llm_post,5,0,FALSE,,,,,,0
MISTAKE,TRUE,llm_raw,5,0,FALSE,,,,,,0
MISTAKE,TRUE,random_post,10,0,FALSE,,,,,,0
MISTAKE,TRUE,random_raw,10,1,TRUE,1,1,0.108683159,0.111540868,-6.00E+39,0
MSS1,FALSE,cutest,1,0,FALSE,,,,,,0
MSS1,FALSE,llm_post,5,0,FALSE,,,,,,0
MSS1,FALSE,llm_raw,5,0,FALSE,,,,,,0
MSS1,FALSE,random_post,10,0,FALSE,,,,,,0
MSS1,FALSE,random_raw,10,1,TRUE,1,1,0.171495407,0.176346947,-5.95E+41,0
MWRIGHT,FALSE,cutest,1,1,TRUE,53,53,0.06462758,0.06462758,8.51E-10,0
MWRIGHT,FALSE,llm_post,5,0.2,TRUE,42,42,0.048593899,0.048593899,4.43E-10,0
MWRIGHT,FALSE,llm_raw,5,0.4,TRUE,53,85.5,0.059023756,0.114754069,-3.70E+60,0
MWRIGHT,FALSE,random_post,10,1,TRUE,1,163,0.108804737,0.114679153,3.51E+77,0
MWRIGHT,FALSE,random_raw,10,1,TRUE,1,1,0.104255999,0.106280464,1.33E+78,0
NET1,TRUE,cutest,1,0,FALSE,,,,,,0
NET1,TRUE,llm_post,5,0,FALSE,,,,,,0
NET1,TRUE,llm_raw,5,0,FALSE,,,,,,0
NET1,TRUE,random_post,10,0.9,TRUE,169,741,0.131599879,0.207807057,-2.07E+23,0
NET1,TRUE,random_raw,10,1,TRUE,151,451.5,0.132788435,0.204119372,-2.07E+23,0
NET2,TRUE,cutest,1,1,TRUE,7,7,6.821303914,6.821303914,-1326414637,0
NET2,TRUE,llm_post,1,0,FALSE,,,,,,0
NET2,TRUE,llm_raw,1,0,FALSE,,,,,,0
NET2,TRUE,random_post,10,0.9,TRUE,215,861,0.401135148,0.491326866,-3.45E+23,0
NET2,TRUE,random_raw,10,0.9,TRUE,240,858,0.303606148,0.490751281,-3.45E+23,0
NYSTROM5,FALSE,cutest,1,1,TRUE,1,1,0.0050194,0.0050194,0,0
NYSTROM5,FALSE,llm_post,5,1,TRUE,1,1,0.001645751,0.001705676,0,0
NYSTROM5,FALSE,llm_raw,5,1,TRUE,1,1,0.001287274,0.001317381,0,0
NYSTROM5,FALSE,random_post,10,1,TRUE,1,1,0.001282482,0.001364569,0,0
NYSTROM5,FALSE,random_raw,10,1,TRUE,1,1,0.001102169,0.00129652,0,0
ODFITS,TRUE,cutest,1,1,TRUE,1,1,0.001752214,0.001752214,-2716.866667,0
ODFITS,TRUE,llm_post,5,1,TRUE,87,87,0.001521996,0.002564115,-2716.866667,0
ODFITS,TRUE,llm_raw,5,1,TRUE,1,1,0.000108891,0.000118786,-2716.866667,0
ODFITS,TRUE,random_post,10,1,TRUE,1,1,0.000160624,0.000191506,2.68E+21,0
ODFITS,TRUE,random_raw,10,1,TRUE,1,1,0.000139093,0.000159203,5.74E+21,0
ORTHREGB,FALSE,cutest,1,1,TRUE,1,1,0.005236909,0.005236909,0,0
ORTHREGB,FALSE,llm_post,5,1,TRUE,3,3,0.003679078,0.003863339,0,0
ORTHREGB,FALSE,llm_raw,5,1,TRUE,1,1,0.001215129,0.001271578,0,0
ORTHREGB,FALSE,random_post,10,1,TRUE,1,1,0.122176048,0.127172403,2.34E+38,0
ORTHREGB,FALSE,random_raw,10,1,TRUE,1,1,0.123049546,0.125756057,4.57E+40,0
OSBORNEA,FALSE,cutest,1,1,TRUE,3,3,0.001405644,0.001405644,0.879026294,0
OSBORNEA,FALSE,llm_post,5,0.6,TRUE,3,3,0.00029703,0.000322777,0.680679702,0
OSBORNEA,FALSE,llm_raw,5,0.6,TRUE,3,3,0.000294611,0.000319241,0.680679702,0
OSBORNEA,FALSE,random_post,10,0.9,TRUE,3,3,0.000304857,0.00040015,0.879026294,0
OSBORNEA,FALSE,random_raw,10,0.9,TRUE,3,3,0.000195492,0.000277003,0.879026294,0.7
PALMER1B,TRUE,cutest,1,1,TRUE,55,55,0.042945096,0.042945096,3.447354631,0
PALMER1B,TRUE,llm_post,5,1,TRUE,50,55,0.001086802,0.001514067,3.447354631,0
PALMER1B,TRUE,llm_raw,5,1,TRUE,50,55,0.00123743,0.001562352,3.447354631,0
PALMER1B,TRUE,random_post,10,1,TRUE,8,8,0.000432475,0.000497947,39941.89097,0
PALMER1B,TRUE,random_raw,10,1,TRUE,8,8,0.000434571,0.00047882,39941.89097,0
PALMER2A,TRUE,cutest,1,1,TRUE,164,164,0.053716195,0.053716195,0.017109717,0
PALMER2A,TRUE,llm_post,5,1,TRUE,162,172,0.003058062,0.003701498,0.017109717,0
PALMER2A,TRUE,llm_raw,5,1,TRUE,162,172,0.002808867,0.003385261,0.017109717,0
PALMER2A,TRUE,random_post,10,1,TRUE,24,26.5,0.000664997,0.001095017,5.381826487,0
PALMER2A,TRUE,random_raw,10,1,TRUE,24,26.5,0.000584414,0.000950056,5.381826487,0
PALMER2C,FALSE,cutest,1,1,TRUE,383,383,0.043441182,0.043441182,0.014368888,0
PALMER2C,FALSE,llm_post,5,0.2,TRUE,383,383,0.007836017,0.007836017,0.014368888,0
PALMER2C,FALSE,llm_raw,5,0.2,TRUE,383,383,0.006423575,0.006423575,0.014368888,0
PALMER2C,FALSE,random_post,10,0,FALSE,,,,,,0
PALMER2C,FALSE,random_raw,10,0,FALSE,,,,,,0
PALMER3,TRUE,cutest,1,1,TRUE,48,48,0.04069752,0.04069752,2319.130639,0
PALMER3,TRUE,llm_post,5,1,TRUE,32,89,0.000753124,0.002277522,2265.958218,0
PALMER3,TRUE,llm_raw,5,1,TRUE,32,89,0.000735965,0.001983053,2265.958218,0
PALMER3,TRUE,random_post,10,1,TRUE,4,4,0.000189069,0.000223188,2425.542535,0
PALMER3,TRUE,random_raw,10,1,TRUE,4,4,0.000185872,0.000220022,2425.542535,0
PALMER3A,TRUE,cutest,1,1,TRUE,173,173,0.052876113,0.052876113,0.020431423,0
PALMER3A,TRUE,llm_post,5,1,TRUE,159,171,0.003185465,0.003610122,0.020431423,0
PALMER3A,TRUE,llm_raw,5,1,TRUE,159,171,0.003323604,0.003604822,0.020431423,0
PALMER3A,TRUE,random_post,10,1,TRUE,23,28,0.000594446,0.000745947,4.555891396,0
PALMER3A,TRUE,random_raw,10,1,TRUE,23,28,0.000591197,0.000824536,4.555891396,0
PALMER3B,TRUE,cutest,1,1,TRUE,30,30,0.094697079,0.094697079,4.227647253,0
PALMER3B,TRUE,llm_post,5,1,TRUE,29,29,0.000625395,0.000678547,4.227647253,0
PALMER3B,TRUE,llm_raw,5,1,TRUE,29,29,0.000617145,0.000654658,4.227647253,0
PALMER3B,TRUE,random_post,10,1,TRUE,8,8,0.000230922,0.000251941,139.7652405,0
PALMER3B,TRUE,random_raw,10,1,TRUE,8,8,0.000257377,0.000340136,139.7652405,0
PALMER3C,FALSE,cutest,1,1,TRUE,336,336,0.046895573,0.046895573,0.019537638,0
PALMER3C,FALSE,llm_post,5,0.2,TRUE,336,336,0.008878208,0.008878208,0.019537638,0
PALMER3C,FALSE,llm_raw,5,0.2,TRUE,336,336,0.011817512,0.011817512,0.019537638,0
PALMER3C,FALSE,random_post,10,0.1,TRUE,593,593,0.017423134,0.017423134,0.019537638,0
PALMER3C,FALSE,random_raw,10,0.1,TRUE,593,593,0.031909341,0.031909341,0.019537638,0
PALMER3E,TRUE,cutest,1,1,TRUE,374,374,0.045382671,0.045382671,5.07E-05,0
PALMER3E,TRUE,llm_post,5,1,TRUE,362,439,0.008063215,0.012584374,5.07E-05,0
PALMER3E,TRUE,llm_raw,5,1,TRUE,362,439,0.007670537,0.009341726,5.07E-05,0
PALMER3E,TRUE,random_post,10,1,TRUE,132,194,0.003895804,0.004738193,0.070867488,0
PALMER3E,TRUE,random_raw,10,1,TRUE,132,194,0.003195651,0.006249199,0.070867488,0
PALMER4,TRUE,cutest,1,1,TRUE,45,45,0.090348283,0.090348283,2327.885841,0
PALMER4,TRUE,llm_post,5,1,TRUE,22,45,0.000509424,0.000910102,2327.885809,0
PALMER4,TRUE,llm_raw,5,1,TRUE,22,45,0.000538394,0.001677518,2327.885809,0
PALMER4,TRUE,random_post,10,1,TRUE,4,4,0.000174775,0.000200663,2433.33537,0
PALMER4,TRUE,random_raw,10,1,TRUE,4,4,0.000183688,0.000208223,2433.33537,0
PALMER4B,TRUE,cutest,1,1,TRUE,43,43,0.064308147,0.064308147,6.835138602,0
PALMER4B,TRUE,llm_post,5,0.8,TRUE,40,40.5,0.000820866,0.000872935,6.835138602,0
PALMER4B,TRUE,llm_raw,5,0.8,TRUE,40,40.5,0.000872151,0.000922491,6.835138602,0
PALMER4B,TRUE,random_post,10,1,TRUE,8,8,0.000236786,0.000258773,126.1482433,0
PALMER4B,TRUE,random_raw,10,1,TRUE,8,8,0.000235572,0.000302642,126.1482433,0
PALMER4C,FALSE,cutest,1,1,TRUE,472,472,0.121514502,0.121514502,0.050310695,0
PALMER4C,FALSE,llm_post,5,0.4,TRUE,418,445,0.007275512,0.010704876,0.050310695,0
PALMER4C,FALSE,llm_raw,5,0.4,TRUE,418,445,0.013580162,0.014034571,0.050310695,0
PALMER4C,FALSE,random_post,10,0,FALSE,,,,,,0
PALMER4C,FALSE,random_raw,10,0,FALSE,,,,,,0
PALMER4E,TRUE,cutest,1,1,TRUE,375,375,0.071546142,0.071546142,0.000148004,0
PALMER4E,TRUE,llm_post,5,1,TRUE,332,400,0.005963558,0.014150869,0.000148004,0
PALMER4E,TRUE,llm_raw,5,1,TRUE,332,400,0.007620032,0.010225333,0.000148004,0
PALMER4E,TRUE,random_post,10,1,TRUE,141,230.5,0.00388428,0.010255396,0.188379889,0
PALMER4E,TRUE,random_raw,10,1,TRUE,141,230.5,0.00372942,0.006742959,0.188379889,0
PALMER5B,TRUE,cutest,1,0,FALSE,,,,,,0
PALMER5B,TRUE,llm_post,5,0.2,TRUE,203,203,0.003961333,0.003961333,0.028565491,0
PALMER5B,TRUE,llm_raw,5,0.2,TRUE,203,203,0.007843666,0.007843666,0.028565491,0
PALMER5B,TRUE,random_post,10,1,TRUE,181,239,0.004043137,0.006846539,0.028565491,0
PALMER5B,TRUE,random_raw,10,1,TRUE,181,239,0.003938915,0.006133494,0.028565491,0
PALMER5C,FALSE,cutest,1,1,TRUE,14,14,0.059985688,0.059985688,2.128086666,0
PALMER5C,FALSE,llm_post,5,1,TRUE,14,14,0.000377776,0.000397591,2.128086666,0
PALMER5C,FALSE,llm_raw,5,1,TRUE,14,14,0.000380186,0.000390548,2.128086666,0
PALMER5C,FALSE,random_post,10,1,TRUE,26,28.5,0.000635259,0.000718678,2.128086666,0
PALMER5C,FALSE,random_raw,10,1,TRUE,26,28.5,0.000791793,0.001428752,2.128086666,0
PALMER5D,FALSE,cutest,1,1,TRUE,21,21,0.041015237,0.041015237,87.33939945,0
PALMER5D,FALSE,llm_post,5,1,TRUE,20,21,0.000847846,0.000922883,87.33939945,0
PALMER5D,FALSE,llm_raw,5,1,TRUE,20,21,0.000860059,0.000926977,87.33939945,0
PALMER5D,FALSE,random_post,10,1,TRUE,25,30,0.001038413,0.001319811,87.33939945,0
PALMER5D,FALSE,random_raw,10,1,TRUE,25,30,0.001094191,0.001709833,87.33939945,0
PALMER5E,TRUE,cutest,1,0,FALSE,,,,,,0
PALMER5E,TRUE,llm_post,5,0,FALSE,,,,,,0
PALMER5E,TRUE,llm_raw,5,0,FALSE,,,,,,0
PALMER5E,TRUE,random_post,10,1,TRUE,38,45.5,0.00098525,0.001161554,1.630506327,0
PALMER5E,TRUE,random_raw,10,1,TRUE,38,45.5,0.000998127,0.001820663,1.630506327,0
PALMER6A,TRUE,cutest,1,1,TRUE,264,264,0.079708328,0.079708328,0.055948839,0
PALMER6A,TRUE,llm_post,5,1,TRUE,22,243,0.000458088,0.004252197,0.055948839,0
PALMER6A,TRUE,llm_raw,5,1,TRUE,22,243,0.000590201,0.004691536,0.055948839,0
PALMER6A,TRUE,random_post,10,1,TRUE,22,28.5,0.000476056,0.000688557,3.469071812,0
PALMER6A,TRUE,random_raw,10,1,TRUE,22,28.5,0.000496641,0.000812062,3.469071812,0
PALMER6C,FALSE,cutest,1,1,TRUE,518,518,0.083157915,0.083157915,0.016387427,0
PALMER6C,FALSE,llm_post,5,1,TRUE,497,544,0.008784628,0.016684356,0.016387422,0
PALMER6C,FALSE,llm_raw,5,1,TRUE,497,544,0.010988763,0.018298187,0.016387422,0
PALMER6C,FALSE,random_post,10,0.1,TRUE,293,293,0.010588914,0.010588914,0.016387421,0
PALMER6C,FALSE,random_raw,10,0.1,TRUE,293,293,0.009785039,0.009785039,0.016387421,0
PALMER6E,TRUE,cutest,1,1,TRUE,411,411,0.07144677,0.07144677,0.000223955,0
PALMER6E,TRUE,llm_post,5,1,TRUE,366,396,0.00754241,0.011060044,0.000223955,0
PALMER6E,TRUE,llm_raw,5,1,TRUE,366,396,0.00758742,0.011355601,0.000223955,0
PALMER6E,TRUE,random_post,10,1,TRUE,147,179,0.002168908,0.00296693,0.038074061,0
PALMER6E,TRUE,random_raw,10,1,TRUE,147,179,0.003681429,0.006035091,0.038074061,0
PALMER7E,TRUE,cutest,1,0,FALSE,,,,,,0
PALMER7E,TRUE,llm_post,5,0,FALSE,,,,,,0
PALMER7E,TRUE,llm_raw,5,0,FALSE,,,,,,0
PALMER7E,TRUE,random_post,10,1,TRUE,173,194.5,0.003745547,0.005664205,10.14029102,0
PALMER7E,TRUE,random_raw,10,1,TRUE,173,194.5,0.003849043,0.004759142,10.14029102,0
PALMER8A,TRUE,cutest,1,1,TRUE,89,89,0.080025182,0.080025182,0.074009698,0
PALMER8A,TRUE,llm_post,5,1,TRUE,89,89,0.00165966,0.001999457,0.074009698,0
PALMER8A,TRUE,llm_raw,5,1,TRUE,89,89,0.00165871,0.001758139,0.074009698,0
PALMER8A,TRUE,random_post,10,1,TRUE,23,30,0.000592244,0.00074672,6.969709521,0
PALMER8A,TRUE,random_raw,10,1,TRUE,23,30,0.000507619,0.00075068,6.969709521,0
PALMER8E,TRUE,cutest,1,1,TRUE,320,320,0.042986294,0.042986294,0.006339308,0
PALMER8E,TRUE,llm_post,5,1,TRUE,267,270,0.007864066,0.010405098,0.006339308,0
PALMER8E,TRUE,llm_raw,5,1,TRUE,267,270,0.00738707,0.009583496,0.006339308,0
PALMER8E,TRUE,random_post,10,1,TRUE,129,194.5,0.002185848,0.004540814,0.167860458,0
PALMER8E,TRUE,random_raw,10,1,TRUE,129,194.5,0.003154857,0.008138964,0.167860458,0
PARKCH,FALSE,cutest,1,0,FALSE,,,,,,0
PARKCH,FALSE,llm_post,5,0,FALSE,,,,,,0
PARKCH,FALSE,llm_raw,5,0,FALSE,,,,,,0
PARKCH,FALSE,random_post,10,0,FALSE,,,,,,0
PARKCH,FALSE,random_raw,10,0,FALSE,,,,,,0
PENTAGON,FALSE,cutest,1,1,TRUE,19,19,0.030996541,0.030996541,1.61E-07,0
PENTAGON,FALSE,llm_post,5,1,TRUE,17,18,0.022674126,0.024397395,1.34E-07,0
PENTAGON,FALSE,llm_raw,5,1,TRUE,17,19,0.022921119,0.027116796,1.34E-07,0
PENTAGON,FALSE,random_post,10,1,TRUE,1,1,0.00127449,0.001443909,3.67E-129,0
PENTAGON,FALSE,random_raw,10,1,TRUE,1,1,0.001079781,0.001171272,0,0
PFIT1,TRUE,cutest,1,1,TRUE,3,3,0.01616208,0.01616208,0,0
PFIT1,TRUE,llm_post,5,1,TRUE,3,3,0.013325309,0.018178995,0,0
PFIT1,TRUE,llm_raw,5,1,TRUE,3,3,0.008017056,0.008053511,0,0
PFIT1,TRUE,random_post,10,1,TRUE,1,1,0.001068104,0.001143772,0,0
PFIT1,TRUE,random_raw,10,1,TRUE,1,1,0.001055924,0.001237493,0,0
PFIT2,TRUE,cutest,1,1,TRUE,3,3,0.018382507,0.018382507,0,0
PFIT2,TRUE,llm_post,5,1,TRUE,3,3,0.011969581,0.012297797,0,0
PFIT2,TRUE,llm_raw,5,1,TRUE,3,3,0.00792181,0.008396454,0,0
PFIT2,TRUE,random_post,10,1,TRUE,1,1,0.001040395,0.001121322,0,0
PFIT2,TRUE,random_raw,10,1,TRUE,1,1,0.001091918,0.001134836,0,0
PFIT2LS,TRUE,cutest,1,0,FALSE,,,,,,0
PFIT2LS,TRUE,llm_post,5,0.4,TRUE,220,292,0.003873904,0.005278664,2.32E-13,0
PFIT2LS,TRUE,llm_raw,5,0.4,TRUE,220,292,0.003146096,0.005498696,2.32E-13,0
PFIT2LS,TRUE,random_post,10,0.2,TRUE,5,5,0.000192767,0.000260406,1.41E+119,0
PFIT2LS,TRUE,random_raw,10,0.2,TRUE,5,5,0.000518667,0.000779942,1.41E+119,0.8
PFIT3,TRUE,cutest,1,1,TRUE,3,3,0.015387705,0.015387705,0,0
PFIT3,TRUE,llm_post,5,1,TRUE,3,3,0.011020742,0.012017141,0,0
PFIT3,TRUE,llm_raw,5,1,TRUE,3,3,0.008032575,0.008580199,0,0
PFIT3,TRUE,random_post,10,1,TRUE,1,1,0.001051444,0.001084684,0,0
PFIT3,TRUE,random_raw,10,1,TRUE,1,1,0.001089435,0.001231298,0,0
PFIT3LS,TRUE,cutest,1,0,FALSE,,,,,,0
PFIT3LS,TRUE,llm_post,5,0.4,TRUE,15,227,0.000700817,0.005814613,1.17E-15,0
PFIT3LS,TRUE,llm_raw,5,0.4,TRUE,15,227,0.00061261,0.007549519,1.17E-15,0
PFIT3LS,TRUE,random_post,10,0.2,TRUE,5,5,0.000245978,0.000267469,1.41E+119,0
PFIT3LS,TRUE,random_raw,10,0.2,TRUE,5,5,0.000286536,0.000356919,1.41E+119,0.8
PFIT4,TRUE,cutest,1,1,TRUE,3,3,0.01692177,0.01692177,0,0
PFIT4,TRUE,llm_post,5,1,TRUE,3,3,0.009281425,0.012483203,0,0
PFIT4,TRUE,llm_raw,5,1,TRUE,3,3,0.007903847,0.008364585,0,0
PFIT4,TRUE,random_post,10,1,TRUE,1,1,0.001075894,0.001218045,0,0
PFIT4,TRUE,random_raw,10,1,TRUE,1,1,0.001176828,0.001326978,0,0
PFIT4LS,TRUE,cutest,1,0,FALSE,,,,,,0
PFIT4LS,TRUE,llm_post,5,0.2,TRUE,120,120,0.004330076,0.004330076,11095.98633,0
PFIT4LS,TRUE,llm_raw,5,0.2,TRUE,120,120,0.004020036,0.004020036,11095.98633,0
PFIT4LS,TRUE,random_post,10,0.2,TRUE,5,5,0.000223714,0.000272732,1.41E+119,0
PFIT4LS,TRUE,random_raw,10,0.2,TRUE,5,5,0.000248849,0.000361272,1.41E+119,0.8
POLAK1,FALSE,cutest,1,0,FALSE,,,,,,0
POLAK1,FALSE,llm_post,5,0,FALSE,,,,,,0
POLAK1,FALSE,llm_raw,5,0,FALSE,,,,,,0
POLAK1,FALSE,random_post,10,1,TRUE,1,1,0.0854513,0.086772319,-9.00E+19,0
POLAK1,FALSE,random_raw,10,1,TRUE,1,1,0.083496749,0.084598388,-9.00E+19,0
POLAK3,FALSE,cutest,1,0,FALSE,,,,,,0
POLAK3,FALSE,llm_post,5,0,FALSE,,,,,,0
POLAK3,FALSE,llm_raw,5,0,FALSE,,,,,,0
POLAK3,FALSE,random_post,10,1,TRUE,1,1,0.091077303,0.09326896,-8.86E+19,0
POLAK3,FALSE,random_raw,10,1,TRUE,1,1,0.094494978,0.095398327,-8.86E+19,0
POLAK4,FALSE,cutest,1,0,FALSE,,,,,,0
POLAK4,FALSE,llm_post,5,0,FALSE,,,,,,0
POLAK4,FALSE,llm_raw,5,0,FALSE,,,,,,0
POLAK4,FALSE,random_post,10,1,TRUE,1,1,0.084648589,0.088595614,-9.00E+19,0
POLAK4,FALSE,random_raw,10,1,TRUE,1,1,0.086183336,0.092020295,-9.00E+19,0
POLAK5,FALSE,cutest,1,0,FALSE,,,,,,0
POLAK5,FALSE,llm_post,5,0,FALSE,,,,,,0
POLAK5,FALSE,llm_raw,5,0,FALSE,,,,,,0
POLAK5,FALSE,random_post,10,1,TRUE,1,1,0.085091521,0.086007631,-9.00E+19,0
POLAK5,FALSE,random_raw,10,1,TRUE,1,1,0.087469755,0.099794377,-9.00E+19,0
PORTFL3,TRUE,cutest,1,1,TRUE,22,22,0.002638225,0.002638225,0.028453102,0
PORTFL3,TRUE,llm_post,5,1,TRUE,22,22,0.000673901,0.000714261,0.028453102,0
PORTFL3,TRUE,llm_raw,5,1,TRUE,21,22,0.000637779,0.000704115,0.028453102,0
PORTFL3,TRUE,random_post,10,1,TRUE,19,23.5,0.000659077,0.00073906,0.028453102,0
PORTFL3,TRUE,random_raw,10,1,TRUE,21,24.5,0.000723889,0.000828781,0.028453102,0
PORTFL4,TRUE,cutest,1,1,TRUE,26,26,0.002941988,0.002941988,0.021620228,0
PORTFL4,TRUE,llm_post,5,1,TRUE,26,26,0.000830236,0.001256857,0.021620228,0
PORTFL4,TRUE,llm_raw,5,1,TRUE,26,26,0.00074521,0.000810657,0.021620228,0
PORTFL4,TRUE,random_post,10,1,TRUE,24,25,0.000758023,0.000827442,0.021620228,0
PORTFL4,TRUE,random_raw,10,1,TRUE,26,27,0.000815061,0.000897264,0.021620228,0
PORTFL6,TRUE,cutest,1,1,TRUE,47,47,0.023558894,0.023558894,0.023659274,0
PORTFL6,TRUE,llm_post,5,1,TRUE,47,47,0.001225054,0.001241458,0.023659274,0
PORTFL6,TRUE,llm_raw,5,1,TRUE,47,47,0.001232747,0.001277754,0.023659274,0
