problem,has_bounds,init_source,n_runs,success_rate,success_any,best_nfev,median_nfev,best_time,median_time,best_f_final,fallback_rate
ALSOTAME,TRUE,random_post,10,1,TRUE,11,12,0.014166366,0.016505612,0.006828765,0
ALSOTAME,TRUE,random_raw,10,1,TRUE,8,13,0.010222463,0.016394957,0.006816741,0
ANTWERP,TRUE,cutest,1,0,FALSE,,,,,,0
ANTWERP,TRUE,llm_post,5,0,FALSE,,,,,,0
ANTWERP,TRUE,llm_raw,5,0,FALSE,,,,,,0
ANTWERP,TRUE,random_post,10,0,FALSE,,,,,,0
ANTWERP,TRUE,random_raw,10,0,FALSE,,,,,,0
ARGAUSS,FALSE,cutest,1,1,TRUE,1,1,0.004400425,0.004400425,0,0
ARGAUSS,FALSE,llm_post,5,1,TRUE,1,1,0.001431622,0.001590888,0,0
ARGAUSS,FALSE,llm_raw,5,1,TRUE,1,1,0.001026911,0.00107247,0,0
ARGAUSS,FALSE,random_post,10,1,TRUE,1,1,0.001048692,0.001110141,0,0
ARGAUSS,FALSE,random_raw,10,1,TRUE,1,1,0.001178904,0.001263903,0,0
AVGASA,TRUE,cutest,1,1,TRUE,15,15,0.025656032,0.025656032,-13.72878463,0
AVGASA,TRUE,llm_post,5,1,TRUE,14,15,0.01881993,0.020548681,-13.72879465,0
AVGASA,TRUE,llm_raw,5,1,TRUE,13,14,0.018608213,0.019097647,-13.72879694,0
AVGASA,TRUE,random_post,10,1,TRUE,13,13.5,0.01711772,0.019031317,-13.72878334,0
AVGASA,TRUE,random_raw,10,1,TRUE,13,14,0.017168577,0.019477829,-13.72878514,0
AVGASB,TRUE,cutest,1,1,TRUE,14,14,0.023719954,0.023719954,-12.39282633,0
AVGASB,TRUE,llm_post,5,1,TRUE,14,15,0.019922813,0.020186815,-12.39282933,0
AVGASB,TRUE,llm_raw,5,1,TRUE,14,15,0.018226701,0.020366326,-12.39282813,0
AVGASB,TRUE,random_post,10,1,TRUE,12,14,0.017282106,0.020023256,-12.39282902,0
AVGASB,TRUE,random_raw,10,1,TRUE,13,14,0.017647077,0.019815842,-12.39283162,0
BATCH,TRUE,cutest,1,1,TRUE,15,15,0.03046696,0.03046696,45958.30602,0
BATCH,TRUE,llm_post,5,1,TRUE,19,19,0.043819888,0.049605249,45958.30602,0
BATCH,TRUE,llm_raw,5,1,TRUE,14,14,0.023836165,0.02450272,45958.30601,0
BATCH,TRUE,random_post,10,1,TRUE,20,21.5,0.045655838,0.055917715,45958.30602,0
BATCH,TRUE,random_raw,10,1,TRUE,16,20,0.038511726,0.052341977,45958.306,0
BEALE,FALSE,cutest,1,1,TRUE,17,17,0.090451104,0.090451104,1.21E-12,0
BEALE,FALSE,llm_post,5,1,TRUE,17,17,0.000667129,0.000731233,5.82E-15,0
BEALE,FALSE,llm_raw,5,1,TRUE,17,17,0.000721796,0.000780343,5.82E-15,0
BEALE,FALSE,random_post,10,0.5,TRUE,41,58,0.000513875,0.001475304,0.45200893,0
BEALE,FALSE,random_raw,10,0.5,TRUE,41,58,0.000523213,0.001749379,0.45200893,0
BIGGSC4,TRUE,cutest,1,1,TRUE,8,8,0.013053136,0.013053136,-49.91933307,0
BIGGSC4,TRUE,llm_post,5,1,TRUE,5,6,0.006296736,0.008054151,-49.99615918,0
BIGGSC4,TRUE,llm_raw,5,1,TRUE,7,8,0.007932742,0.008860639,-49.99373438,0
BIGGSC4,TRUE,random_post,10,1,TRUE,7,8,0.008154672,0.009918319,-49.99753082,0
BIGGSC4,TRUE,random_raw,10,1,TRUE,8,10,0.009960521,0.011866693,-49.99753082,0
BQPGASIM,TRUE,cutest,1,1,TRUE,23,23,0.041369141,0.041369141,-5.52E-05,0
BQPGASIM,TRUE,llm_post,5,1,TRUE,23,40,0.000910545,0.001251216,-5.52E-05,0
BQPGASIM,TRUE,llm_raw,5,1,TRUE,23,40,0.000860546,0.001301942,-5.52E-05,0
BQPGASIM,TRUE,random_post,10,1,TRUE,41,43.5,0.001374013,0.001469544,-5.52E-05,0
BQPGASIM,TRUE,random_raw,10,1,TRUE,41,43.5,0.001350216,0.001516259,-5.52E-05,0
BROWNBS,FALSE,cutest,1,1,TRUE,18,18,0.014260753,0.014260753,8.19E-19,0
BROWNBS,FALSE,llm_post,5,1,TRUE,16,16,0.00040082,0.000431786,8.19E-19,0
BROWNBS,FALSE,llm_raw,5,1,TRUE,16,16,0.000394388,0.000428411,8.19E-19,0
BROWNBS,FALSE,random_post,10,1,TRUE,10,12,0.000269948,0.000356554,8.93E+36,0
BROWNBS,FALSE,random_raw,10,1,TRUE,10,12,0.000305509,0.000370575,8.93E+36,0
BROWNDEN,FALSE,cutest,1,1,TRUE,30,30,0.117249559,0.117249559,85822.20162,0
BROWNDEN,FALSE,llm_post,5,1,TRUE,27,30,0.001062197,0.001156926,85822.20162,0
BROWNDEN,FALSE,llm_raw,5,1,TRUE,27,30,0.001025733,0.001191884,85822.20162,0
BROWNDEN,FALSE,random_post,10,1,TRUE,177,186,0.002762252,0.006664845,85822.20162,0
BROWNDEN,FALSE,random_raw,10,1,TRUE,177,186,0.003263552,0.006597719,85822.20162,0
BT11,FALSE,cutest,1,1,TRUE,38,38,0.048784082,0.048784082,8.04E-10,0
BT11,FALSE,llm_post,5,1,TRUE,31,41,0.036479199,0.047647575,4.75E-10,0
BT11,FALSE,llm_raw,5,1,TRUE,30,38,0.035574253,0.0432538,7.18E-10,0
BT11,FALSE,random_post,10,1,TRUE,1,1,0.106292757,0.107887188,2.50E+77,0
BT11,FALSE,random_raw,10,1,TRUE,1,1,0.10462973,0.1067945,1.33E+78,0
BT12,FALSE,cutest,1,1,TRUE,10,10,0.017840447,0.017840447,1.67E-37,0
BT12,FALSE,llm_post,5,1,TRUE,7,7,0.010588155,0.013844669,1.02E-14,0
BT12,FALSE,llm_raw,5,1,TRUE,9,9,0.013406289,0.01345762,1.67E-37,0
BT12,FALSE,random_post,10,1,TRUE,1,1,0.104581224,0.106252545,1.28E+38,0
BT12,FALSE,random_raw,10,1,TRUE,1,1,0.106215242,0.112051031,4.18E+38,0
BT13,TRUE,cutest,1,1,TRUE,235,235,0.232516643,0.232516643,0.000815293,0
BT13,TRUE,llm_post,5,1,TRUE,120,235,0.11241227,0.241822931,0.000815291,0
BT13,TRUE,llm_raw,5,1,TRUE,120,235,0.113224842,0.219642758,0.000815293,0
BT13,TRUE,random_post,10,1,TRUE,1,1,0.08494246,0.086785405,4.76E+19,0
BT13,TRUE,random_raw,10,1,TRUE,1,1,0.085941064,0.089251035,7.62E+18,0
BT2,FALSE,cutest,1,1,TRUE,27,27,0.036933634,0.036933634,9.31E-10,0
BT2,FALSE,llm_post,5,1,TRUE,23,25,0.029400182,0.031452238,5.30E-10,0
BT2,FALSE,llm_raw,5,1,TRUE,22,38,0.027925072,0.043374728,1.51E-10,0
BT2,FALSE,random_post,10,1,TRUE,49,49,0.105112915,0.107522406,7.24E+73,0
BT2,FALSE,random_raw,10,1,TRUE,1,1,0.105257547,0.106676058,7.69E+72,0
BT3,FALSE,cutest,1,1,TRUE,5,5,0.002286525,0.002286525,1.89E-29,0
BT3,FALSE,llm_post,5,1,TRUE,5,5,0.000327521,0.000346503,4.93E-32,0
BT3,FALSE,llm_raw,5,1,TRUE,5,5,0.000145345,0.000186283,6.31E-30,0
BT3,FALSE,random_post,10,1,TRUE,1,1,0.103849503,0.126711331,7.44E+38,0
BT3,FALSE,random_raw,10,1,TRUE,1,1,0.003141262,0.112685665,4.000000194,0
BT4,FALSE,cutest,1,1,TRUE,34,34,0.148315471,0.148315471,-1.00E+60,0
BT4,FALSE,llm_post,5,1,TRUE,34,34,0.142394743,0.14816975,-1.00E+60,0
BT4,FALSE,llm_raw,5,1,TRUE,34,34,0.143570765,0.147929902,-1.00E+60,0
BT4,FALSE,random_post,10,0.7,TRUE,1,33,0.106033821,0.148141115,-1.00E+60,0
BT4,FALSE,random_raw,10,1,TRUE,1,1,0.103781544,0.106652009,-9.09E+59,0
BT5,FALSE,cutest,1,0,FALSE,,,,,,0
BT5,FALSE,llm_post,5,0,FALSE,,,,,,0
BT5,FALSE,llm_raw,5,0.2,TRUE,1,1,0.001421862,0.001421862,1000,0
BT5,FALSE,random_post,10,0,FALSE,,,,,,0
BT5,FALSE,random_raw,10,1,TRUE,1,1,0.10302561,0.107424569,-4.07E+40,0
BT6,FALSE,cutest,1,1,TRUE,38,38,0.050864026,0.050864026,2.11E-09,0
BT6,FALSE,llm_post,5,1,TRUE,35,36,0.043687926,0.051170426,1.02E-09,0
BT6,FALSE,llm_raw,5,1,TRUE,30,38,0.035508681,0.043353556,1.02E-09,0
BT6,FALSE,random_post,10,1,TRUE,1,1,0.107595997,0.110560187,1.09E+112,0
BT6,FALSE,random_raw,10,1,TRUE,1,1,0.106364876,0.10760771,3.62E+112,0
BT7,FALSE,cutest,1,1,TRUE,63,63,0.069001375,0.069001375,5.09E-13,0
BT7,FALSE,llm_post,5,1,TRUE,20,21,0.024557633,0.027999986,1.26E-18,0
BT7,FALSE,llm_raw,5,1,TRUE,57,63,0.058780159,0.06476943,3.80E-17,0
BT7,FALSE,random_post,10,1,TRUE,1,1,0.107896268,0.113555752,1.70E+75,0
BT7,FALSE,random_raw,10,1,TRUE,1,1,0.109015624,0.109917867,3.35E+76,0
BT8,FALSE,cutest,1,1,TRUE,3,3,0.008139904,0.008139904,0,0
BT8,FALSE,llm_post,5,1,TRUE,3,3,0.006355856,0.006556297,0,0
BT8,FALSE,llm_raw,5,1,TRUE,3,3,0.003052465,0.003424755,0,0
BT8,FALSE,random_post,10,1,TRUE,1,1,0.105035856,0.107805027,6.73E+38,0
BT8,FALSE,random_raw,10,1,TRUE,1,1,0.105442848,0.107956533,4.83E+38,0
BT9,FALSE,cutest,1,0,FALSE,,,,,,0
BT9,FALSE,llm_post,5,0,FALSE,,,,,,0
BT9,FALSE,llm_raw,5,0,FALSE,,,,,,0
BT9,FALSE,random_post,10,0.1,TRUE,1,1,0.126181348,0.126181348,2.77E+16,0
BT9,FALSE,random_raw,10,1,TRUE,1,1,0.085661638,0.088654459,-2.25E+19,0
BYRDSPHR,FALSE,cutest,1,0,FALSE,,,,,,0
BYRDSPHR,FALSE,llm_post,5,0,FALSE,,,,,,0
BYRDSPHR,FALSE,llm_raw,5,0,FALSE,,,,,,0
BYRDSPHR,FALSE,random_post,10,0.3,TRUE,1,1,0.087320549,0.088456566,1.45E+16,0
BYRDSPHR,FALSE,random_raw,10,1,TRUE,1,1,0.084841743,0.088068007,-1.92E+19,0
CAMEL6,TRUE,cutest,1,1,TRUE,15,15,0.052415866,0.052415866,-1.031628453,0
CAMEL6,TRUE,llm_post,5,1,TRUE,11,15,0.000325581,0.000410983,-1.031628453,0
CAMEL6,TRUE,llm_raw,5,1,TRUE,11,15,0.000293818,0.000332717,-1.031628453,0
CAMEL6,TRUE,random_post,10,1,TRUE,9,14,0.000214626,0.000288276,-1.031628453,0
CAMEL6,TRUE,random_raw,10,1,TRUE,9,14,0.000268225,0.000335129,-1.031628453,0
CANTILVR,TRUE,cutest,1,1,TRUE,30,30,0.042207401,0.042207401,0.000900165,0
CANTILVR,TRUE,llm_post,5,1,TRUE,22,25,0.468231328,0.472825632,3.12E-07,0
CANTILVR,TRUE,llm_raw,5,1,TRUE,30,30,0.031571044,0.032371248,0.000900165,0
CANTILVR,TRUE,random_post,10,1,TRUE,1,1,0.075657617,0.077815911,7.93E+18,0
CANTILVR,TRUE,random_raw,10,1,TRUE,1,1,0.075354315,0.076599323,7.93E+18,0
CB2,FALSE,cutest,1,0,FALSE,,,,,,0
CB2,FALSE,llm_post,5,0,FALSE,,,,,,0
CB2,FALSE,llm_raw,5,0,FALSE,,,,,,0
CB2,FALSE,random_post,10,1,TRUE,1,1,0.085052143,0.087020458,-9.00E+19,0
CB2,FALSE,random_raw,10,1,TRUE,1,1,0.083752967,0.086631022,-9.00E+19,0
CB3,FALSE,cutest,1,0,FALSE,,,,,,0
CB3,FALSE,llm_post,5,0,FALSE,,,,,,0
CB3,FALSE,llm_raw,5,0,FALSE,,,,,,0
CB3,FALSE,random_post,10,1,TRUE,1,1,0.083899603,0.0853726,-9.00E+19,0
CB3,FALSE,random_raw,10,1,TRUE,1,1,0.084946038,0.088335694,-9.00E+19,0
CHACONN2,FALSE,cutest,1,0,FALSE,,,,,,0
CHACONN2,FALSE,llm_post,5,0,FALSE,,,,,,0
CHACONN2,FALSE,llm_raw,5,0,FALSE,,,,,,0
CHACONN2,FALSE,random_post,10,1,TRUE,1,1,0.084456924,0.087941069,-9.00E+19,0
CHACONN2,FALSE,random_raw,10,1,TRUE,1,1,0.083912874,0.087733533,-9.00E+19,0
CLIFF,FALSE,cutest,1,1,TRUE,47,47,0.002007604,0.002007604,6.280256342,0
CLIFF,FALSE,llm_post,5,0.4,TRUE,47,47,0.001242853,0.001342262,6.280256342,0
CLIFF,FALSE,llm_raw,5,0.4,TRUE,47,47,0.001242009,0.001306677,6.280256342,0
CLIFF,FALSE,random_post,10,1,TRUE,4,41,0.000300485,0.001349129,6.280256342,0
CLIFF,FALSE,random_raw,10,1,TRUE,4,41,0.000341942,0.001284986,6.280256342,0.2
CLUSTER,FALSE,cutest,1,1,TRUE,1,1,0.00501607,0.00501607,0,0
CLUSTER,FALSE,llm_post,5,1,TRUE,1,1,0.00217517,0.002407755,0,0
CLUSTER,FALSE,llm_raw,5,1,TRUE,1,1,0.002288845,0.002308324,0,0
CLUSTER,FALSE,random_post,10,1,TRUE,1,1,0.001272159,0.0018856,0,0
CLUSTER,FALSE,random_raw,10,1,TRUE,1,1,0.001209542,0.001312839,0,0
CORE1,TRUE,cutest,1,1,TRUE,354,354,0.556532005,0.556532005,54.4015604,0
CORE1,TRUE,llm_post,5,1,TRUE,11,11,0.023768669,0.027028972,54.40156366,0
CORE1,TRUE,llm_raw,5,1,TRUE,12,12,0.022133071,0.022469733,54.401559,0
CORE1,TRUE,random_post,10,1,TRUE,12,13,0.024505343,0.025789871,54.40154792,0
CORE1,TRUE,random_raw,10,1,TRUE,12,13,0.022217888,0.024714148,54.40155665,0
CORE2,TRUE,cutest,1,1,TRUE,104,104,0.215802342,0.215802342,36.01111192,0
CORE2,TRUE,random_post,10,1,TRUE,19,27,0.040030434,0.04970445,36.01110073,0
CORE2,TRUE,random_raw,10,1,TRUE,17,25.5,0.033538978,0.046507037,36.0111099,0
CRESC100,TRUE,cutest,1,1,TRUE,11,11,0.022631615,0.022631615,1.29E-06,0
CRESC100,TRUE,llm_post,5,1,TRUE,9,9,0.018358727,0.022241583,1.04E-06,0
CRESC100,TRUE,llm_raw,5,1,TRUE,10,11,0.015106543,0.016427054,1.29E-06,0
CRESC100,TRUE,random_post,10,0.6,TRUE,16,16,0.03382754,0.035452796,4.78013E+11,0
CRESC100,TRUE,random_raw,10,0,FALSE,,,,,,0
CRESC50,TRUE,cutest,1,1,TRUE,11,11,0.020878843,0.020878843,1.29E-06,0
CRESC50,TRUE,llm_post,5,1,TRUE,10,10,0.015331441,0.026706134,1.32E-06,0
CRESC50,TRUE,llm_raw,5,1,TRUE,11,11,0.015840702,0.016644407,1.29E-06,0
CRESC50,TRUE,random_post,10,0.6,TRUE,16,16,0.032426919,0.035203815,4.78014E+11,0
CRESC50,TRUE,random_raw,10,0,FALSE,,,,,,0
CSFI1,TRUE,cutest,1,0,FALSE,,,,,,0
CSFI1,TRUE,llm_post,5,0,FALSE,,,,,,0
CSFI1,TRUE,llm_raw,5,0,FALSE,,,,,,0
CSFI1,TRUE,random_post,10,1,TRUE,569,580,0.104348989,0.109007096,-9.84E+19,0
CSFI1,TRUE,random_raw,10,1,TRUE,284,338,0.094858442,0.099365873,-9.84E+19,0
CSFI2,TRUE,cutest,1,1,TRUE,12,12,0.025740204,0.025740204,6.40E-06,0
CSFI2,TRUE,llm_post,5,1,TRUE,53,53,0.05554138,0.056624862,6.40E-06,0
CSFI2,TRUE,llm_raw,5,1,TRUE,9,9,0.013657564,0.013881133,6.40E-06,0
CSFI2,TRUE,random_post,10,1,TRUE,570,614.5,0.10436458,0.107852629,4.99E+18,0
CSFI2,TRUE,random_raw,10,1,TRUE,1,1,0.085023879,0.0864786,4.99E+18,0
CUBE,FALSE,cutest,1,1,TRUE,45,45,0.110337366,0.110337366,3.42E-14,0
CUBE,FALSE,llm_post,5,1,TRUE,34,42,0.000992126,0.001446814,2.92E-15,0
CUBE,FALSE,llm_raw,5,1,TRUE,34,42,0.000552958,0.000657396,2.92E-15,0
CUBE,FALSE,random_post,10,0.5,TRUE,181,191,0.00451234,0.006143874,2.94E+40,0
CUBE,FALSE,random_raw,10,0.5,TRUE,181,191,0.002740273,0.006232146,2.94E+40,0
CUBENE,FALSE,cutest,1,1,TRUE,1,1,0.004784394,0.004784394,0,0
CUBENE,FALSE,llm_post,5,1,TRUE,1,1,0.002323958,0.002399511,0,0
CUBENE,FALSE,llm_raw,5,1,TRUE,1,1,0.002276689,0.002484896,0,0
CUBENE,FALSE,random_post,10,1,TRUE,1,1,0.001312242,0.00233046,0,0
CUBENE,FALSE,random_raw,10,1,TRUE,1,1,0.001183285,0.001246106,0,0
DECONVB,TRUE,cutest,1,1,TRUE,64,64,0.064891621,0.064891621,5.11E-08,0
DECONVB,TRUE,llm_post,5,1,TRUE,64,72,0.002290656,0.003666451,1.98E-08,0
DECONVB,TRUE,llm_raw,5,1,TRUE,64,72,0.003640749,0.003821986,1.98E-08,0
DECONVB,TRUE,random_post,10,1,TRUE,2,2,0.000436347,0.000495742,66.73839453,0
DECONVB,TRUE,random_raw,10,1,TRUE,2,2,0.000467061,0.000658865,66.73839453,0
DECONVC,TRUE,cutest,1,1,TRUE,117,117,1.015692976,1.015692976,0.002569477,0
DECONVC,TRUE,llm_post,5,1,TRUE,120,122,0.868513088,0.911067585,0.002569477,0
DECONVC,TRUE,llm_raw,5,1,TRUE,117,123,0.875304676,0.888091379,0.002569477,0
DECONVC,TRUE,random_post,10,1,TRUE,47,50,0.08733788,0.102177032,1.49747E+14,0
DECONVC,TRUE,random_raw,10,1,TRUE,1,1,0.143374529,0.144641333,1.24E+82,0
DECONVNE,FALSE,cutest,1,1,TRUE,1,1,0.005422964,0.005422964,0,0
DECONVNE,FALSE,llm_post,5,1,TRUE,1,1,0.001396027,0.002610111,0,0
DECONVNE,FALSE,llm_raw,5,1,TRUE,1,1,0.002381783,0.002538129,0,0
DECONVNE,FALSE,random_post,10,1,TRUE,1,1,0.002445972,0.002652487,0,0
DECONVNE,FALSE,random_raw,10,1,TRUE,1,1,0.001265732,0.001374843,0,0
DEGENLPA,TRUE,cutest,1,1,TRUE,7,7,0.014623402,0.014623402,0,0
DEGENLPA,TRUE,llm_post,5,1,TRUE,2,3,0.000246572,0.000304249,0,0
DEGENLPA,TRUE,llm_raw,5,1,TRUE,6,7,0.000380953,0.000815067,0,0
DEGENLPA,TRUE,random_post,10,1,TRUE,2,2.5,0.000342798,0.000472557,0,0
DEGENLPA,TRUE,random_raw,10,1,TRUE,5,9,0.000403366,0.00054833,0,0
DEGENLPB,TRUE,cutest,1,1,TRUE,1,1,0.001580235,0.001580235,-533.369,0
DEGENLPB,TRUE,llm_post,5,1,TRUE,6,6,0.000374718,0.000388605,-533.369,0
DEGENLPB,TRUE,llm_raw,5,1,TRUE,1,6,0.000367938,0.000710109,-533.369,0
DEGENLPB,TRUE,random_post,10,1,TRUE,6,7,0.000724398,0.00080315,-533.369,0
DEGENLPB,TRUE,random_raw,10,1,TRUE,6,8,0.000372698,0.000495311,-533.369,0
DEMBO7,TRUE,cutest,1,1,TRUE,21,21,0.538642247,0.538642247,154.826673,0
DEMBO7,TRUE,llm_post,5,1,TRUE,18,19,0.506009731,0.510376584,154.8266733,0
DEMBO7,TRUE,llm_raw,5,1,TRUE,20,21,0.514905394,0.526293805,154.8266727,0
DEMBO7,TRUE,random_post,10,1,TRUE,10,18,0.026218682,0.10094083,154.8266722,0
DEMBO7,TRUE,random_raw,10,1,TRUE,24,28,0.496913525,0.508223439,154.8266722,0
DENSCHNA,FALSE,cutest,1,1,TRUE,12,12,0.042979575,0.042979575,4.50E-14,0
DENSCHNA,FALSE,llm_post,5,1,TRUE,10,10,0.000277725,0.000368075,1.19E-14,0
DENSCHNA,FALSE,llm_raw,5,1,TRUE,10,10,0.000481531,0.000529347,1.19E-14,0
DENSCHNA,FALSE,random_post,10,1,TRUE,48,70.5,0.001004956,0.002117543,5134640069,0
DENSCHNA,FALSE,random_raw,10,1,TRUE,48,70.5,0.000887794,0.002028657,5134640069,0
DENSCHNB,FALSE,cutest,1,1,TRUE,7,7,0.042671478,0.042671478,2.14E-11,0
DENSCHNB,FALSE,llm_post,5,1,TRUE,7,8,0.000287569,0.000330613,1.14E-16,0
DENSCHNB,FALSE,llm_raw,5,1,TRUE,7,8,0.000230763,0.000250704,1.14E-16,0
DENSCHNB,FALSE,random_post,10,1,TRUE,10,12,0.000298901,0.000447202,0,0
DENSCHNB,FALSE,random_raw,10,1,TRUE,10,12,0.000409845,0.000542719,0,0
DENSCHNC,FALSE,cutest,1,1,TRUE,20,20,0.038197308,0.038197308,0.183361655,0
DENSCHNC,FALSE,llm_post,5,1,TRUE,15,20,0.000645905,0.00090172,0.183361655,0
DENSCHNC,FALSE,llm_raw,5,1,TRUE,15,20,0.000683488,0.000945985,0.183361655,0
DENSCHNC,FALSE,random_post,10,1,TRUE,6,11.5,0.000356274,0.000544519,0.183361655,0
DENSCHNC,FALSE,random_raw,10,1,TRUE,6,11.5,0.000416863,0.000632582,0.183361655,0.2
DENSCHNF,FALSE,cutest,1,1,TRUE,18,18,0.051543514,0.051543514,3.12E-14,0
DENSCHNF,FALSE,llm_post,5,1,TRUE,11,13,0.00025902,0.000574251,2.66E-20,0
DENSCHNF,FALSE,llm_raw,5,1,TRUE,11,13,0.000549052,0.000614482,2.66E-20,0
DENSCHNF,FALSE,random_post,10,1,TRUE,164,175.5,0.003132777,0.005710422,1.80E-18,0
DENSCHNF,FALSE,random_raw,10,1,TRUE,164,175.5,0.003513892,0.006440181,1.80E-18,0
DISC2,TRUE,cutest,1,1,TRUE,9,9,0.024352827,0.024352827,3.20E-05,0
DISC2,TRUE,llm_post,5,1,TRUE,9,9,0.01549977,0.019152117,3.20E-05,0
DISC2,TRUE,llm_raw,5,1,TRUE,9,9,0.01370254,0.014020986,3.20E-05,0
DISC2,TRUE,random_post,10,1,TRUE,9,9,0.013733676,0.016251573,3.20E-05,0
DISC2,TRUE,random_raw,10,1,TRUE,9,9,0.013834832,0.014239438,3.20E-05,0
DJTL,FALSE,cutest,1,0,FALSE,,,,,,0
DJTL,FALSE,llm_post,5,0.4,TRUE,176,192,0.003467163,0.004385142,-5297.119285,0
DJTL,FALSE,llm_raw,5,0.4,TRUE,176,192,0.004462349,0.004752283,-5297.119285,0
DJTL,FALSE,random_post,10,0.2,TRUE,295,320,0.009854528,0.010012305,-8260.598842,0
DJTL,FALSE,random_raw,10,0.2,TRUE,295,320,0.004995842,0.005338671,-8260.598842,0
DUAL2,TRUE,cutest,1,1,TRUE,1,1,0.038821553,0.038821553,0,0
DUAL2,TRUE,llm_post,1,1,TRUE,71,71,0.055823993,0.055823993,2.50E-17,0
DUAL2,TRUE,llm_raw,1,1,TRUE,1,1,0.002263352,0.002263352,0,0
DUAL2,TRUE,random_post,10,1,TRUE,61,73,0.048489901,0.056217458,6.54E-18,0
DUAL2,TRUE,random_raw,10,1,TRUE,116,120,0.08297643,0.096278612,1.55E-17,0
DUAL3,TRUE,cutest,1,1,TRUE,1,1,0.04302787,0.04302787,0,0
DUAL3,TRUE,llm_post,1,1,TRUE,68,68,0.091796318,0.091796318,2.06E-13,0
DUAL3,TRUE,llm_raw,1,1,TRUE,1,1,0.004010943,0.004010943,0,0
DUAL3,TRUE,random_post,10,1,TRUE,66,81,0.062476367,0.088580825,0,0
DUAL3,TRUE,random_raw,10,1,TRUE,135,141,0.136511872,0.173511205,2.06E-16,0
DUAL4,TRUE,cutest,1,1,TRUE,1,1,0.02960755,0.02960755,0,0
DUAL4,TRUE,llm_post,1,1,TRUE,38,38,0.023150811,0.023150811,1.86E-14,0
DUAL4,TRUE,llm_raw,1,1,TRUE,38,38,0.029496196,0.029496196,1.86E-14,0
DUAL4,TRUE,random_post,10,1,TRUE,23,32.5,0.015770586,0.026187419,0,0
DUAL4,TRUE,random_raw,10,1,TRUE,66,75,0.041577176,0.052970861,1.44E-14,0
EG1,TRUE,cutest,1,1,TRUE,14,14,0.038469218,0.038469218,-1.132800783,0
EG1,TRUE,llm_post,5,1,TRUE,14,14,0.000348566,0.000374306,-1.429306754,0
EG1,TRUE,llm_raw,5,1,TRUE,14,14,0.000333035,0.000381374,-1.429306754,0
EG1,TRUE,random_post,10,1,TRUE,10,14,0.000317917,0.000425657,-1.429306754,0
EG1,TRUE,random_raw,10,1,TRUE,10,14,0.000379242,0.000519613,-1.429306754,0
EQC,TRUE,cutest,1,1,TRUE,2,2,0.484163664,0.484163664,-829.5477053,0
EQC,TRUE,llm_post,5,1,TRUE,2,813,0.140912523,0.211045206,-892.5704041,0
EQC,TRUE,llm_raw,5,1,TRUE,2,813,0.140889088,0.2096919,-892.5704041,0
EQC,TRUE,random_post,10,0.9,TRUE,380,408,0.074407251,0.080351792,-838.9731824,0
EQC,TRUE,random_raw,10,1,TRUE,382,434.5,0.075040721,0.094677191,-830.8126814,0
ERRINBAR,TRUE,cutest,1,1,TRUE,10,10,0.027859457,0.027859457,19.03155767,0
ERRINBAR,TRUE,llm_post,5,1,TRUE,20,20,0.02473854,0.02949629,19.03182588,0
ERRINBAR,TRUE,llm_raw,5,1,TRUE,9,9,0.012870574,0.012927499,19.031819,0
ERRINBAR,TRUE,random_post,10,1,TRUE,12,728,0.017917515,0.126886605,19.03027153,0
ERRINBAR,TRUE,random_raw,10,1,TRUE,1,1,0.096247719,0.098035108,1.23E+21,0
EXPFIT,FALSE,cutest,1,1,TRUE,18,18,0.070624511,0.070624511,0.240510594,0
EXPFIT,FALSE,llm_post,5,1,TRUE,18,18,0.000616599,0.000821941,0.240510594,0
EXPFIT,FALSE,llm_raw,5,1,TRUE,18,18,0.000770214,0.004847525,0.240510594,0
EXPFIT,FALSE,random_post,10,1,TRUE,1,1,0.000201523,0.000211868,24.0625,0
EXPFIT,FALSE,random_raw,10,1,TRUE,1,1,0.000208094,0.000237894,24.0625,0
FCCU,TRUE,cutest,1,1,TRUE,11,11,0.002355664,0.002355664,7.78E-28,0
FCCU,TRUE,llm_post,5,1,TRUE,9,9,0.000278795,0.000301476,3.45E-28,0
FCCU,TRUE,llm_raw,5,1,TRUE,9,9,0.000232454,0.000275289,7.78E-28,0
FCCU,TRUE,random_post,10,1,TRUE,9,229.5,0.000247488,0.092652983,9.09E-27,0
FCCU,TRUE,random_raw,10,1,TRUE,1,1,0.117213041,0.119034344,8.46E+40,0
FLETCHER,TRUE,cutest,1,1,TRUE,8,8,0.018023752,0.018023752,8.37E-15,0
FLETCHER,TRUE,llm_post,5,0,FALSE,,,,,,0
FLETCHER,TRUE,llm_raw,5,0.6,TRUE,6,8,0.011317049,0.012821136,8.37E-15,0
FLETCHER,TRUE,random_post,10,1,TRUE,1,1,0.108421296,0.110150276,-1.00E+40,0
FLETCHER,TRUE,random_raw,10,1,TRUE,1,1,0.106334633,0.108854421,-7.20E+39,0
GENHS28,FALSE,cutest,1,1,TRUE,22,22,0.002605538,0.002605538,2.21E-18,0
GENHS28,FALSE,llm_post,5,1,TRUE,19,20,0.00036652,0.000375603,0,0
GENHS28,FALSE,llm_raw,5,1,TRUE,19,20,0.000301799,0.000327078,3.08E-33,0
GENHS28,FALSE,random_post,10,1,TRUE,1,20,0.000332286,0.000527826,0,0
